Identifies the type of dwelling involved in the sale,Identifies the general zoning classification of the sale,Linear feet of street connected to the property,Lot size in square feet,Type of road access to property,General shape of property,Flatness of the property,Type of utilities available,Lot configuration,Slope of property,Physical locations within Ames city limits,Proximity to various conditions,Proximity to various conditions if more than one is present,Type of dwelling,Style of dwelling,Rates the overall material and finish of the house,Rates the overall condition of the house,Original construction date,Remodel date same as construction date if no remodeling or additions,Type of roof,Roof material,Exterior covering on the house,Exterior covering on house if more than one material,Masonry veneer type,Masonry veneer area in square feet,Evaluates the quality of the material on the exterior,Evaluates the present condition of the material on the exterior,Type of foundation,Evaluates the height of the basement,Evaluate the general condition of the basement,Refers to walkout or garden-level walls,Rating of basement finished area,Type 1 finished square feet,Rating of basement finished area if multiple types,Type 2 finished square feet,Unfinished square feet of basement area,Total square feet of basement area,Type of heating,Heating quality and condition,Central air conditioning,Electrical system,First Floor square feet,Second floor square feet,Low quality finished square feet all floors,Above grade ground living area square feet,Basement full bathrooms,Basement half bathrooms,Full bathrooms above grade,Half baths above grade,Bedrooms above grade does not include basement bedrooms,Kitchens above grade,Kitchen Quality,Total rooms above grade does not include bathrooms,Home functionality Assume typical unless deductions are warranted,Number of fireplaces,Fireplace quality,Garage location,The year garage was built,Interior finish of the garage,Size of garage in car capacity,Size of garage in square feet,Garage quality,Garage condition,Paved driveway,Wood deck area in square feet,Open porch area in square feet,Enclosed porch area in square feet,Pool area in square feet,Value of miscellaneous feature,Month Sold,Year Sold,Type of sale,Condition of sale,Sale price
20,Residential Low-Density,70,10552,Paved,Slightly irregular,Level,All public Utilities,Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,5,5,1959,1959,Hip,Standard (Composite) Shingle,Brick Face,Brick Face,None,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Average Rec Room,1018,Unfinished,0,380,1398,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1700,0,0,1700,0,1,1,1,4,1,Good,6,Typical Functionality,1,Good-Masonry Fireplace on the main level,Attached to the home,1959,Rough Finished,2,447,Average/Typical,Average/Typical,Paved,0,38,0,0,0,4,2010,Warranty Deed-Conventional,Normal Sale,165500
120,Residential Low-Density,60,7313,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Townhouse End Unit,One story,9,5,2005,2005,Hip,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,246,Excellent,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical-slight dampness allowed,No Exposure,Good Living Quarters,1153,Unfinished,0,408,1561,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1561,0,0,1561,1,0,2,0,2,1,Excellent,6,Typical Functionality,1,Good-Masonry Fireplace on the main level,Attached to the home,2005,Finished,2,556,Average/Typical,Average/Typical,Paved,203,47,0,0,0,8,2007,Warranty Deed-Conventional,Normal Sale,277500
60,Residential Low-Density,108,13418,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Single-family Detached,Two-story,8,5,2004,2005,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,132,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical-slight dampness allowed,Average Exposure,Unfinished,0,Unfinished,0,1117,1117,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1132,1320,0,2452,0,0,3,1,4,1,Good,9,Typical Functionality,1,Good-Masonry Fireplace on the main level,Built-In (Garage part of the house-typically has room above the garage),2004,Finished,3,691,Average/Typical,Average/Typical,Paved,113,32,0,0,0,9,2006,Warranty Deed-Conventional,Normal Sale,309000
20,Residential Low-Density,112,10859,Paved,Regular,Level,All public Utilities,Corner lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,5,5,1994,1995,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,1097,1097,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1097,0,0,1097,0,0,1,1,3,1,Average/Typical,6,Typical Functionality,0,No,Attached to the home,1995,Unfinished,2,672,Average/Typical,Average/Typical,Paved,392,64,0,0,0,6,2009,Warranty Deed-Conventional,Normal Sale,145000
20,Residential Low-Density,74,8532,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,5,6,1954,1990,Hip,Standard (Composite) Shingle,Wood Siding,Wood Siding,Brick Face,650,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Average Rec Room,1213,Unfinished,0,84,1297,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1297,0,0,1297,0,1,1,0,3,1,Average/Typical,5,Typical Functionality,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1954,Finished,2,498,Average/Typical,Average/Typical,Paved,0,0,0,0,0,10,2009,Warranty Deed-Conventional,Normal Sale,153000
20,Residential Low-Density,68,7922,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,5,7,1953,2007,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Good Living Quarters,731,Unfinished,0,326,1057,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1057,0,0,1057,1,0,1,0,3,1,Good,5,Typical Functionality,0,No,Detached from home,1953,Unfinished,1,246,Average/Typical,Average/Typical,Paved,0,52,0,0,0,1,2010,Warranty Deed-Conventional,"Abnormal Sale-trade, foreclosure, short sale",109000
90,Residential Low-Density,65,6040,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Edwards,Normal,Normal,Duplex,One story,4,5,1955,1955,Gable,Standard (Composite) Shingle,Asbestos Shingles,Plywood,None,0,Average/Typical,Average/Typical,Poured Contrete,No,No,No Exposure,No,0,No,0,0,0,Gas forced warm air furnace,Average/Typical,No,60 AMP Fuse Box and mostly knob & tube wiring (poor),1152,0,0,1152,0,0,2,0,2,2,Fair,6,Typical Functionality,0,No,No,1978,No,0,0,No,No,Dirt/Gravel,0,0,0,0,0,6,2008,Warranty Deed-Conventional,Adjoining Land Purchase,82000
20,Residential Low-Density,84,8658,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,6,5,1965,1965,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,Brick Face,101,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Average Rec Room,643,Unfinished,0,445,1088,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1324,0,0,1324,0,0,2,0,3,1,Average/Typical,6,Typical Functionality,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1965,Rough Finished,2,440,Average/Typical,Average/Typical,Paved,0,138,0,0,0,12,2006,Warranty Deed-Conventional,"Abnormal Sale-trade, foreclosure, short sale",160000
20,Residential Low-Density,115,16905,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Timberland,Normal,Normal,Single-family Detached,One story,5,6,1959,1959,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,Good Exposure,Below Average Living Quarters,967,Unfinished,0,383,1350,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1328,0,0,1328,0,1,1,1,2,1,Average/Typical,5,Typical Functionality,2,Good-Masonry Fireplace on the main level,Attached to the home,1959,Rough Finished,1,308,Average/Typical,Average/Typical,Partial Pavement,0,104,0,0,0,7,2007,Warranty Deed-Conventional,Normal Sale,170000
85,Residential Low-Density,0,9180,Paved,Slightly irregular,Level,All public Utilities,Cul-de-sac,Gentle slope,Sawyer West,Normal,Normal,Single-family Detached,Split Foyer,5,7,1983,1983,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical-slight dampness allowed,Average Exposure,Average Living Quarters,747,Low Quality,93,0,840,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,884,0,0,884,1,0,1,0,2,1,Good,5,Typical Functionality,0,No,Attached to the home,1983,Rough Finished,2,504,Average/Typical,Good,Paved,240,0,0,0,0,12,2007,Warranty Deed-Conventional,Normal Sale,144000
20,Residential Low-Density,0,9200,Paved,Slightly irregular,Level,All public Utilities,Cul-de-sac,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,5,6,1975,1980,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical-slight dampness allowed,Average Exposure,Low Quality,280,Below Average Living Quarters,491,167,938,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,938,0,0,938,1,0,1,0,3,1,Average/Typical,5,Typical Functionality,0,No,Detached from home,1977,Unfinished,1,308,Average/Typical,Average/Typical,Paved,145,0,0,0,0,7,2008,Warranty Deed-Conventional,Normal Sale,130250
20,Residential Low-Density,70,7945,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,5,6,1959,1959,Gable,Standard (Composite) Shingle,Brick Face,Wood Siding,None,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Average Living Quarters,179,Below Average Living Quarters,506,465,1150,Gas forced warm air furnace,Excellent,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),1150,0,0,1150,1,0,1,0,3,1,Average/Typical,6,Typical Functionality,0,No,Attached to the home,1959,Rough Finished,1,300,Average/Typical,Average/Typical,Paved,0,0,0,0,0,5,2006,Warranty Deed-Conventional,Normal Sale,141000
120,Residential Low-Density,61,7658,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Townhouse End Unit,One story,9,5,2005,2005,Hip,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,412,Excellent,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical-slight dampness allowed,No Exposure,Good Living Quarters,456,Unfinished,0,1296,1752,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1752,0,0,1752,1,0,2,0,2,1,Excellent,6,Typical Functionality,1,Good-Masonry Fireplace on the main level,Attached to the home,2005,Rough Finished,2,576,Average/Typical,Average/Typical,Paved,196,82,0,0,0,2,2010,Warranty Deed-Conventional,Normal Sale,319900
50,Residential Low-Density,48,12822,Paved,Slightly irregular,Level,All public Utilities,Cul-de-sac,Gentle slope,Mitchell,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,7,5,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical-slight dampness allowed,No Exposure,Good Living Quarters,1351,Unfinished,0,83,1434,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1518,631,0,2149,1,0,1,1,1,1,Good,6,Typical Functionality,1,Excellent-Exceptional Masonry Fireplace,Attached to the home,2003,Rough Finished,2,670,Average/Typical,Average/Typical,Paved,168,43,0,0,0,8,2009,Warranty Deed-Conventional,"Abnormal Sale-trade, foreclosure, short sale",239686
20,Floating Village Residential,84,11096,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Somerset,Normal,Normal,Single-family Detached,One story,8,5,2006,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,Average Exposure,Good Living Quarters,24,Unfinished,0,1632,1656,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1656,0,0,1656,0,0,2,0,3,1,Good,7,Typical Functionality,0,No,Attached to the home,2006,Rough Finished,3,826,Average/Typical,Average/Typical,Paved,0,146,0,0,0,7,2007,Warranty Deed-Conventional,Normal Sale,249700
190,Residential Medium Density,33,4456,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Old Town,Normal,Normal,2fmCon,Two-story,4,5,1920,2008,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,736,736,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,736,716,0,1452,0,0,2,0,2,3,Average/Typical,8,Typical Functionality,0,No,No,1978,No,0,0,No,No,Dirt/Gravel,0,0,102,0,0,6,2009,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),113000
20,Residential Low-Density,66,7742,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Sawyer,Normal,Normal,Single-family Detached,One story,5,7,1966,1966,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Below Average Living Quarters,763,Unfinished,0,192,955,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,955,0,0,955,1,0,1,0,3,1,Average/Typical,6,Typical Functionality,0,No,Attached to the home,1966,Unfinished,1,386,Average/Typical,Average/Typical,Paved,0,0,0,0,0,1,2007,Warranty Deed-Conventional,Normal Sale,127000
60,Residential Low-Density,0,13869,Paved,Moderately Irregular,Level,All public Utilities,Corner lot,Gentle slope,Gilbert,Normal,Normal,Single-family Detached,Two-story,6,6,1997,1997,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,Average Exposure,Good Living Quarters,182,Unfinished,0,612,794,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,794,676,0,1470,0,1,2,0,3,1,Average/Typical,6,Typical Functionality,0,No,Attached to the home,1997,Finished,2,388,Average/Typical,Average/Typical,Paved,0,75,0,0,0,7,2007,Warranty Deed-Conventional,Normal Sale,177000
50,Residential Medium Density,52,6240,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Brookside,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,6,6,1934,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,816,816,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,816,0,360,1176,0,0,1,0,3,1,Average/Typical,6,Typical Functionality,1,Good-Masonry Fireplace on the main level,Detached from home,1985,Unfinished,2,528,Average/Typical,Average/Typical,Paved,112,0,0,0,400,9,2006,Warranty Deed-Conventional,Normal Sale,114500
90,Residential Medium Density,110,8472,Gravel,Moderately Irregular,Banked,All public Utilities,Corner lot,Moderate slope,Iowa DOT and Rail Road,Within 200 of North-South Railroad,Normal,Duplex,One story,5,5,1963,1963,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0,Fair,Average/Typical,Cinder Block,Good (90-99 inches),Typical-slight dampness allowed,Good Exposure,Low Quality,104,Good Living Quarters,712,0,816,Gas forced warm air furnace,Average/Typical,No,Standard Circuit Breakers & Romex,816,0,0,816,1,0,1,0,2,1,Average/Typical,5,Typical Functionality,0,No,Car Port,1963,Unfinished,2,516,Average/Typical,Average/Typical,Paved,106,0,0,0,0,5,2010,Warranty Deed-Conventional,Normal Sale,110000
20,Residential Low-Density,68,50271,Paved,Slightly irregular,Low Depression,All public Utilities,Inside lot,Gentle slope,Veenker,Normal,Normal,Single-family Detached,One story,9,5,1981,1987,Gable,Wood Shingles,Wood Shingles,Wd Shng,None,0,Good,Average/Typical,Cinder Block,Excellent (100+ inches),Typical-slight dampness allowed,Good Exposure,Good Living Quarters,1810,Unfinished,0,32,1842,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1842,0,0,1842,2,0,0,1,0,1,Good,5,Typical Functionality,1,Good-Masonry Fireplace on the main level,Attached to the home,1981,Finished,3,894,Average/Typical,Average/Typical,Paved,857,72,0,0,0,11,2006,Warranty Deed-Conventional,Normal Sale,385000
80,Residential Low-Density,60,7134,Paved,Regular,Banked,All public Utilities,Inside lot,Moderate slope,NAmes,Normal,Normal,Single-family Detached,Split Level,5,5,1955,1955,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Average Living Quarters,384,Unfinished,0,0,384,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1360,0,0,1360,0,0,1,0,3,1,Average/Typical,6,Minor Deductions 1,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Detached from home,1962,Unfinished,2,572,Average/Typical,Average/Typical,Paved,0,50,0,0,0,2,2007,Warranty Deed-Conventional,Normal Sale,130000
20,Residential Low-Density,100,10175,Paved,Slightly irregular,Level,All public Utilities,Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,6,5,1964,1964,Gable,Standard (Composite) Shingle,Hard Board,Plywood,Brick Face,272,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Below Average Living Quarters,490,Unfinished,0,935,1425,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1425,0,0,1425,0,0,2,0,3,1,Average/Typical,7,Typical Functionality,1,Good-Masonry Fireplace on the main level,Attached to the home,1964,Rough Finished,2,576,Average/Typical,Average/Typical,Paved,0,0,0,0,0,7,2008,Warranty Deed-Conventional,Normal Sale,180500
160,Floating Village Residential,24,2645,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Somerset,Normal,Normal,Twnhs,Two-story,8,5,1999,2000,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,456,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Good Living Quarters,649,Unfinished,0,321,970,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,983,756,0,1739,1,0,2,1,3,1,Good,7,Typical Functionality,0,No,Attached to the home,1999,Finished,2,480,Average/Typical,Average/Typical,Paved,115,0,0,0,0,8,2009,Warranty Deed-Conventional,"Abnormal Sale-trade, foreclosure, short sale",172500
60,Residential Low-Density,89,11645,Paved,Slightly irregular,Level,All public Utilities,Corner lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,Two-story,7,5,2004,2004,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,860,860,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,860,860,0,1720,0,0,2,1,3,1,Good,7,Typical Functionality,0,No,Attached to the home,2004,Rough Finished,2,565,Average/Typical,Average/Typical,Paved,0,70,0,0,0,8,2006,Warranty Deed-Conventional,Normal Sale,196500
60,Residential Low-Density,66,13682,Paved,Moderately Irregular,Hillside,All public Utilities,Cul-de-sac,Gentle slope,Stone Brook,Normal,Normal,Single-family Detached,Two-story,10,5,2006,2006,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,1031,Excellent,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical-slight dampness allowed,Good Exposure,Unfinished,0,Unfinished,0,1410,1410,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1426,1519,0,2945,0,0,3,1,3,1,Good,10,Typical Functionality,1,Good-Masonry Fireplace on the main level,Built-In (Garage part of the house-typically has room above the garage),2006,Finished,3,641,Average/Typical,Average/Typical,Paved,192,0,37,0,0,10,2006,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),438780
